ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-2.1217,0.4476,9.5648,-1.9168,0.5385,9.6024,-1.1172,-0.7871,-1.6422,-0.0824,-0.455,-0.5179,118,34.67,-56.47,-117.56,186.46,-6.33,14.3,5,50.075,47.85888,12.126592,,NaN,,22.223,,0 / 25,7,2018-11-18 16:38:09:894
-0.8012,-0.1189,10.2881,0.3075,0.2718,9.7981,-0.3792,-2.4862,1.0919,0.2359,0.045,-0.1329,88,26.08,-52.19,-121.73,203.62,0.59,1.27,5,48.553,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,1008,2018-11-18 16:38:10:895
-1.5882,-1.9375,9.0291,-1.5541,-2.3349,9.397,-0.9884,-1.647,-0.3692,0.4457,0.2778,1.9865,122,27.46,-47.94,-118.64,208.2,1.67,-0.28,5,48.204,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,2008,2018-11-18 16:38:11:895
-0.7653,-1.8904,12.8385,0.1373,0.2698,9.802,-0.4699,-1.1299,1.8932,0.162,0.0356,0.1805,82,26.7,-56.36,-121.15,209.47,-1.68,-1.25,5,50.134,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,3007,2018-11-18 16:38:12:894
0.5641,1.8296,9.5367,0.6747,1.058,9.726,0.0759,0.8225,-0.7064,0.0072,-0.1043,0.0621,78,24.33,-58.58,-122.09,216.33,-6.15,-4.6,5,44.104,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,4008,2018-11-18 16:38:13:895
2.1278,0.8927,11.1429,0.9653,1.33,9.668,1.6266,0.3023,-0.503,-0.569,-0.4057,-0.281,78,24.93,-62.65,-122.39,218.23,-9.92,-3.58,5,50.261,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,5007,2018-11-18 16:38:14:894
-0.489,1.8814,8.7496,0.2761,1.0842,9.7426,-0.6176,0.6016,-0.7394,-0.0264,0.022,-0.1241,80,25.32,-58.95,-122.75,212.82,-6.52,-1.8,5,56.232,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,6008,2018-11-18 16:38:15:895
0.5376,-0.0537,10.1179,1.158,1.0985,9.6759,0.2806,-0.47,-1.0315,-0.247,-0.0606,-0.0279,77,21.32,-56.54,-124.06,216.02,-5.53,-5.48,5,57.198,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,7007,2018-11-18 16:38:16:894
1.6821,2.4596,10.1517,1.0663,1.1346,9.6823,0.303,0.6359,0.7298,0.0994,0.2469,0.0063,74,18.67,-56.5,-125.03,220.14,-6.02,-8.02,5,61.336,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,8008,2018-11-18 16:38:17:895
1.3774,1.1977,8.453,0.2871,1.2715,9.7196,-0.7167,-0.2487,-0.0321,0.3927,-0.1971,0.2494,82,20.47,-56.77,-124.09,215.88,-8.33,-3.7,5,47.455,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,9008,2018-11-18 16:38:18:895
-0.6064,1.9088,11.0365,0.2047,1.2332,9.7266,-0.9316,0.4673,1.2065,-0.0019,-0.2258,-0.0679,85,22.94,-57.4,-123.51,210.94,-8.18,-0.11,5,42.093,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,10007,2018-11-18 16:38:19:894
-0.0852,2.0914,7.7682,-0.1001,1.6713,9.6627,-0.1156,-0.0162,-1.1768,0.4209,-0.3091,0.0573,87,23.44,-61.54,-123.65,207.85,-8.96,0.4,5,46.455,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,11007,2018-11-18 16:38:20:894
-1.2197,-0.6331,11.2201,-0.5543,1.3168,9.702,-0.8361,-2.339,3.1239,-0.356,0.232,-0.0414,92,23.66,-59.2,-123.53,210.41,-8.34,0.13,5,47.767,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,12007,2018-11-18 16:38:21:894
-0.0126,1.8991,7.6973,0.0637,1.3706,9.7102,0.0725,0.8394,-0.3943,0.1841,-0.0798,0.1438,86,23.69,-57.89,-123.17,208.19,-7.52,0.85,5,41.392,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,13008,2018-11-18 16:38:22:895
-2.2152,-1.0325,12.0392,-0.4689,0.9792,9.7464,-1.2731,-1.606,2.7283,-0.6384,-0.1601,-0.6532,91,26.07,-59.12,-123.04,201.86,-9.28,4.95,5,47.641,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,14007,2018-11-18 16:38:23:894
-1.1604,2.3701,8.9395,-0.8374,1.6123,9.6369,-0.5609,0.7539,-1.3671,0.0376,0.1814,0.0912,92,25.9,-59.51,-122.1,205.99,-8.36,2.7,5,47.639,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,15007,2018-11-18 16:38:24:894
-2.3392,-0.0724,10.9532,-1.3262,1.7143,9.5641,-0.3129,-1.2017,0.1723,0.2368,-0.438,-0.1793,114,30.65,-58.04,-119.62,195.62,-8.56,9.44,5,47.002,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,16008,2018-11-18 16:38:25:895
-1.5302,1.6553,9.0434,-1.6392,1.2908,9.5821,0.6644,1.031,0.0445,0.1104,0.0919,0.2267,98,26.44,-55.86,-120.9,198.65,-7.27,5.87,5,43.98,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,17007,2018-11-18 16:38:26:894
0.9353,1.003,8.9583,-1.0001,1.2105,9.6801,1.5321,-0.8115,-0.1325,0.1805,-0.0731,-0.0071,98,27.55,-56.65,-120.26,197.6,-7.97,7.31,5,49.921,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,18007,2018-11-18 16:38:27:894
-2.4103,1.768,10.6367,-1.3966,1.7292,9.5514,-0.4768,0.3275,0.7149,0.0855,0.1113,-0.0874,95,29.99,-60.23,-119.74,196.97,-10.06,8.72,5,48.8,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,19008,2018-11-18 16:38:28:895
-1.495,1.4852,7.3721,-1.1152,1.972,9.5414,-0.7691,-0.8668,-1.4688,-0.2065,0.3629,-0.1688,88,27.15,-59.83,-123.87,203.73,-11.26,5.47,5,44.675,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,20008,2018-11-18 16:38:29:895
-0.9133,2.6012,9.6032,-0.829,2.3285,9.4901,0.9263,1.7441,-1.079,0.1528,0.0954,-0.1319,88,28.02,-56.03,-125.22,205.19,-9.57,5.44,5,42.571,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,21007,2018-11-18 16:38:30:894
-0.5773,1.9767,8.8809,-0.2241,2.2838,9.5344,1.6061,0.273,-1.7729,0.2656,-0.3062,-0.2101,81,14.84,-55.09,-126.77,204.41,-14.83,2.56,5,44.106,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,22008,2018-11-18 16:38:31:895
1.3447,3.5182,8.7464,0.2394,2.9524,9.3486,0.4689,0.8274,-0.1778,-0.176,-0.5074,-0.6282,79,7.92,-56.74,-127.65,194.53,-16.71,1.52,5,45.137,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,23007,2018-11-18 16:38:32:894
-0.942,2.5666,8.4685,-0.4083,2.0043,9.5909,-0.8176,0.0513,-0.6386,0.0372,-0.0769,0.2165,79,1.79,-54.66,-126.79,169.75,-13.33,2.88,5,44.584,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,24007,2018-11-18 16:38:33:894
-2.6362,-1.2609,14.1799,-0.7443,1.8633,9.5992,-0.475,-0.9112,-0.7872,-0.5387,-0.2305,-0.3473,88,5.06,-53.38,-127.45,169.34,-9.4,4.93,5,46.104,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,25008,2018-11-18 16:38:34:895
-1.1203,2.8408,9.6352,-0.8601,2.0687,9.5473,-0.3848,0.654,0.0631,0.1331,0.0766,0.5477,91,4.06,-55.09,-127.69,163.67,-11.49,5.52,5,47.052,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,26008,2018-11-18 16:38:35:895
-0.4896,2.2296,7.9926,-0.5301,1.972,9.5917,-0.1292,-0.066,-0.9646,0.4106,-0.1196,-0.0509,96,4.02,-55.73,-127.96,173.05,-10.25,3.55,5,47.027,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,27007,2018-11-18 16:38:36:894
1.2542,2.1014,7.2297,-0.4171,2.1856,9.5509,0.7274,-0.8837,-1.6313,0.07,0.3033,-0.0392,91,0.58,-56.73,-127.34,173.52,-12.43,1.9,5,45.633,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,28007,2018-11-18 16:38:37:894
-2.8028,2.7918,9.4216,-1.2505,2.5641,9.3825,-0.601,0.2825,0.5093,-0.069,-0.1307,0.1038,92,7.37,-58.06,-126.46,157.37,-13.97,8.09,5,47.984,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,29007,2018-11-18 16:38:38:894
-1.4155,1.9429,8.38,-1.3946,2.4507,9.3925,-0.0201,-0.4088,-2.1032,0.05,0.287,0.011,94,6.85,-58.49,-126.33,165.1,-13.57,6.42,5,44.306,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,30008,2018-11-18 16:38:39:895
-1.7825,0.967,9.6623,-1.1376,1.8837,9.5566,-1.2138,-1.4611,1.8979,-0.4509,0.2218,0.1093,95,7.81,-56.83,-125.75,173.36,-12.56,5.12,5,42.616,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,31007,2018-11-18 16:38:40:894
-0.9611,0.9303,12.5283,-0.9928,2.0377,9.5411,1.484,1.3188,0.2626,-0.6594,0.0188,-0.5034,113,6.81,-56.2,-125.83,171.63,-11.9,5.1,5,45.857,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,32008,2018-11-18 16:38:41:895
-0.8258,1.5681,8.6102,-0.8468,1.6862,9.6234,-0.2329,0.7288,-0.8965,0.1291,-0.0952,-0.1058,114,2.31,-54.22,-125.31,164.1,-8.25,5.56,5,49.083,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,33007,2018-11-18 16:38:42:894
-2.1121,0.0749,11.1466,-0.2534,2.1733,9.5595,-0.3155,-0.7171,1.0962,-0.4306,-0.1926,-0.5797,118,-4.43,-59.69,-126.16,157.5,-12.65,4.04,5,41.987,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,34007,2018-11-18 16:38:43:894
-2.5027,2.1515,8.7746,-0.9493,1.9817,9.5573,-1.2276,0.3055,-0.494,0.3051,-0.0168,-0.1099,114,-3.34,-56.35,-125.86,159.72,-8.99,4.65,5,44.696,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,35008,2018-11-18 16:38:44:895
-0.2043,1.7079,8.124,-1.3494,1.4912,9.5982,0.9842,-0.1668,-0.9859,-0.0154,-0.0461,0.1195,112,0.58,-54.86,-126.69,151.09,-10.11,8.47,5,45.357,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,36007,2018-11-18 16:38:45:894
-1.8487,1.445,9.1695,-1.5086,1.3805,9.5911,-0.1884,1.1603,-0.3242,0.0095,0.451,0.7747,100,2.04,-50.92,-126.21,159.03,-7.45,6.9,5,44.21,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,37008,2018-11-18 16:38:46:895
-0.9923,-1.1261,11.4549,-1.1955,0.4846,9.7214,0.4214,-1.6463,1.9239,0.4576,-0.2189,0.4918,92,13.7,-46.59,-125.72,167.49,-4.77,9.98,5,45.703,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,38007,2018-11-18 16:38:47:894
-0.954,2.4914,10.0043,-1.677,1.9302,9.4674,0.2404,0.432,-0.4036,-0.0397,0.002,0.3454,82,23.38,-53.43,-124.74,176.44,-10.71,11.22,5,45.744,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,39008,2018-11-18 16:38:48:895
0.3574,1.7326,7.7667,-0.5192,1.6187,9.6582,0.2375,-0.6182,-1.2,-0.0135,0.1417,0.0314,86,20.7,-59.99,-126.91,203.36,-10.35,2.44,5,49.085,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,40008,2018-11-18 16:38:49:895
-0.3986,1.4799,10.5198,-0.9329,1.0485,9.7057,1.0545,-0.5092,-1.541,0.6307,0.0083,0.5208,82,22.29,-58.13,-126.62,194.64,-6.8,4.9,5,53.315,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,41007,2018-11-18 16:38:50:894
-0.5905,1.5584,9.0195,-0.7568,0.9517,9.731,-0.3508,0.1935,-0.356,0.1014,-0.07,0.0851,80,21.5,-56.92,-125.59,195.7,-4.74,4.07,5,51.696,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,42007,2018-11-18 16:38:51:894
0.497,0.0954,10.1319,-0.5356,0.8683,9.7534,1.3225,-0.5445,0.0192,-0.1519,-0.1008,-0.1394,80,19.15,-57.97,-123.13,190.85,-7.49,5.13,5,49.1,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,43007,2018-11-18 16:38:52:894
1.1704,1.9265,10.5692,-0.7039,1.4748,9.6695,1.3575,1.0129,0.3985,-0.3829,-0.3255,-0.1748,77,20.45,-60.99,-121.95,188.44,-10.02,6.66,5,43.78,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,44008,2018-11-18 16:38:53:895
-1.1537,0.8105,7.7083,-1.0228,1.0837,9.6928,-0.6708,0.9581,-0.0331,0.0813,0.0286,0.0544,73,20.85,-58.39,-122.03,191.14,-6.07,5.7,5,43.294,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,45007,2018-11-18 16:38:54:894
0.3431,0.9104,6.8763,-0.9428,0.9497,9.7149,-1.0304,-1.9241,1.5755,0.3958,-0.3438,0.3504,73,20.08,-57.81,-122.3,193.71,-7.01,4.49,5,48.489,47.858624,12.126501,497,NaN,4,16.08,225.6,25-Dec,46007,2018-11-18 16:38:55:894
-0.6497,1.6635,10.5456,-0.731,1.143,9.7124,0.1885,0.3709,1.1341,0.4037,0.163,-0.0071,86,17.76,-56.65,-122.66,193.76,-3.81,2.83,5,52.212,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,47007,2018-11-18 16:38:56:894
-0.2075,1.1908,7.6233,-0.6614,0.8084,9.7509,0.5888,0.5448,-1.948,0.1509,-0.032,-0.2827,90,18.06,-54.72,-123.81,193.22,-4.86,3.5,5,51.696,47.858624,12.126501,497,NaN,4,16.08,225.6,0 / 25,48009,2018-11-18 16:38:57:896
-1.5739,1.7419,10.7937,-0.8223,1.209,9.697,0.9579,-1.1846,2.1672,-0.4105,-0.2597,-0.4505,81,20.69,-57.2,-123.96,191.16,-8.53,6.22,5,48.968,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,49007,2018-11-18 16:38:58:894
-0.896,0.7108,9.2932,-0.7211,0.7517,9.7512,0.109,0.1435,-1.5081,-0.1783,-0.0171,0.0771,72,19.7,-54.92,-124.31,192.33,-4.35,4.64,5,45.941,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,50007,2018-11-18 16:38:59:894
0.2287,0.9498,7.0351,-0.5867,0.8247,9.7543,-0.8682,-1.6317,0.8417,-0.5119,0.0856,-0.0338,76,19.23,-56.36,-124.55,198.96,-5.24,1.73,5,49.214,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,51008,2018-11-18 16:39:00:895
-0.9415,1.2819,11.6292,-0.6344,1.1261,9.7211,-0.5747,0.2053,1.5485,-0.0497,0.3585,0.2221,87,18.51,-56.56,-124.74,196.08,-7.01,3.25,5,50.727,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,52008,2018-11-18 16:39:01:895
0.757,0.8625,8.6431,-0.5343,0.8118,9.7584,-0.4054,0.84,-0.7739,0.0371,0.0017,0.1045,95,18.66,-55.07,-124.17,197.23,-6.57,2.99,5,53.346,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,53007,2018-11-18 16:39:02:894
-0.7573,2.4723,10.0893,-1.2554,1.6067,9.5923,-0.8974,0.9139,0.3393,0.1466,-0.4234,0.2454,97,22.57,-57.71,-123.08,188.1,-6.8,7.8,5,55.307,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,54008,2018-11-18 16:39:03:895
-0.8454,2.0194,9.012,-0.6566,1.3301,9.6938,-0.0268,0.4467,-0.9968,0.0289,0.1123,0.2191,98,20.2,-58.3,-124.45,197.19,-7.13,3.22,5,50.786,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,55007,2018-11-18 16:39:04:894
0.807,1.0149,8.0817,-0.6689,1.1508,9.7159,2.0038,0.267,-2.4099,-0.0611,-0.0243,-0.1428,98,20.34,-57.04,-124.22,197,-7.64,3.59,5,47.188,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,56007,2018-11-18 16:39:05:894
-0.5353,1.5774,9.911,-0.5849,1.3476,9.696,0.2375,0.7955,0.6843,0.1762,0.3233,0.3956,97,20.83,-58.48,-123.81,198.53,-7.9,3.45,5,51.221,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,57008,2018-11-18 16:39:06:895
-1.6551,1.262,8.7879,-0.6348,1.144,9.719,-1.0268,-0.2124,-0.1518,0.009,-0.0411,-0.1737,96,20.44,-57.56,-124,196.87,-7.2,3.36,5,41.707,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,58008,2018-11-18 16:39:07:895
-0.9138,-0.2842,12.2837,-0.4947,1.2835,9.7097,1.4053,-0.4172,2.563,0.0624,-0.1987,0.0365,95,20.63,-57.86,-123.07,196.28,-7.61,4.18,5,44.111,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,59007,2018-11-18 16:39:08:894
-1.133,1.6898,9.6628,-0.6459,1.5444,9.6627,-0.8741,0.4146,-0.1563,0.1141,-0.0981,0.2211,99,19.14,-57.69,-123.99,195.87,-9.06,3.82,5,41.795,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,60007,2018-11-18 16:39:09:894
-0.0807,0.469,9.696,-0.6907,1.452,9.6739,-0.1107,0.2058,-0.92,0.105,-0.0979,0.1463,96,20.08,-57.28,-123.88,196.37,-8.51,4.08,5,39.096,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,61008,2018-11-18 16:39:10:895
-1.5738,2.3825,9.6631,-0.7902,1.6737,9.6304,-0.4309,-0.0711,0.8837,0.0696,0.4389,0.4228,96,22.2,-57.4,-123.74,198.73,-9.83,4.69,5,41.87,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,62008,2018-11-18 16:39:11:895
-1.3196,1.5266,7.5565,-0.7837,1.0824,9.7152,-0.4551,0.3286,-1.6998,-0.1031,0.0248,-0.3136,96,19.77,-54.32,-123.57,194.04,-6.34,4.61,5,40.286,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,63008,2018-11-18 16:39:12:895
-0.4424,0.3222,11.8422,-1.1111,1.3202,9.6537,-0.2293,-1.9739,3.7385,0.0025,0.042,-0.1652,91,24.77,-59.42,-122.04,195.66,-10.67,7.06,5,41.99,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,64008,2018-11-18 16:39:13:895
-2.7688,2.5128,9.7111,-0.9852,1.9652,9.5571,-0.4173,1.2671,0.0452,0.0831,-0.1331,0.0197,87,20.16,-57.88,-123.36,191.33,-11.16,6.21,5,42.885,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,65007,2018-11-18 16:39:14:894
-0.8438,0.5434,8.7854,-1.3609,1.6412,9.5721,0.696,-1.0703,-1.0618,-0.0789,-0.2701,-0.3637,95,22.29,-56.12,-123.42,181.07,-9.59,9.85,5,40.25,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,66007,2018-11-18 16:39:15:894
0.4083,3.9535,9.7346,-0.4292,2.1537,9.5576,-0.2669,1.3362,1.0083,0.1693,0.0787,0.0512,93,13.25,-55.49,-124.98,195.78,-12.69,2.57,5,42.407,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,67008,2018-11-18 16:39:16:895
-0.5247,2.327,7.54,-0.6807,2.0142,9.5734,-0.1865,0.1466,-1.6845,0.2172,-0.0604,-0.1173,94,9.81,-55.37,-125.33,182.26,-11.85,4.07,5,42.521,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,68007,2018-11-18 16:39:17:894
-1.3262,0.6022,10.9795,-0.1659,1.3609,9.7103,1.6328,-0.0406,-0.9511,-0.7316,-0.1346,-0.6183,92,5.23,-52.69,-124.45,184.67,-7.98,0.98,5,40.753,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,69008,2018-11-18 16:39:18:895
-1.8218,2.7397,8.8497,-0.909,2.2224,9.5082,-1.1221,0.456,-0.7225,0.0791,0.0116,-0.2614,91,2,-57.19,-124.81,160.04,-13.1,5.46,5,38.337,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,70007,2018-11-18 16:39:19:894
0.267,1.3872,7.6008,-0.4549,1.7546,9.6377,0.0632,-0.9611,-1.3338,0.1707,0.1557,0.0276,92,0.18,-56.63,-126.61,169.83,-10.31,2.7,5,40.647,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,71007,2018-11-18 16:39:20:894
-2.1026,0.933,8.7446,-1.2157,2.0103,9.5211,-1.6868,-1.8702,2.0341,-0.7346,0.005,0.257,95,-0.18,-58.99,-126.9,153.26,-11.83,7.28,5,47.21,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,72008,2018-11-18 16:39:21:895
-1.0275,1.5409,8.5175,-0.4351,1.8078,9.6288,0.2171,0.9446,-0.0149,0.0849,-0.091,-0.0998,86,-3.34,-57.04,-126.25,165.19,-10.62,2.59,5,43.299,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,73008,2018-11-18 16:39:22:895
-2.7305,-0.7864,12.1565,-0.6668,1.7398,9.628,-1.289,-1.784,2.9298,-0.1532,-0.3765,-0.0179,84,-4.27,-57.11,-126.33,159.44,-10.22,3.96,5,44.97,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,74008,2018-11-18 16:39:23:895
-1.386,2.7167,9.0907,-0.2244,1.8438,9.6291,-1.4207,0.5224,-0.0441,0.0584,-0.2291,-0.1632,74,-6.68,-56.88,-125.57,162.92,-10.84,1.33,5,44.994,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,75007,2018-11-18 16:39:24:894
-0.499,0.7836,7.9532,-1.183,1.683,9.5885,0.6475,-1.3774,-0.3332,-0.0481,0.1155,-0.4733,71,-0.54,-57.57,-126.46,155.3,-9.88,7.03,5,42.025,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,76007,2018-11-18 16:39:25:894
-1.5123,1.1708,9.0555,-0.6865,1.7937,9.6167,-0.4182,0.9224,-0.2151,0.0056,-0.1247,0.4725,70,-3.57,-56.85,-125.6,158.62,-10.54,4.08,5,41.248,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,77008,2018-11-18 16:39:26:895
-1.3569,-0.9077,11.681,-0.4189,1.3581,9.7031,-0.6994,-1.9024,2.9558,-0.2829,-0.3077,-0.3128,68,-3.61,-55.57,-125.72,166.08,-7.96,2.47,5,38.965,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,78008,2018-11-18 16:39:27:895
-1.9559,3.3181,8.7746,-1.4225,2.1166,9.4693,-0.8145,1.0627,-0.7757,0.0244,0.0539,0.0715,64,1.47,-57.35,-126.16,148.32,-12.46,8.54,5,40.82,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,79008,2018-11-18 16:39:28:895
-3.107,1.0396,7.1744,-1.2977,2.2293,9.4613,-2.0349,-2.1153,-0.4064,-0.0366,-0.0136,-0.1623,64,1.06,-58.54,-125.61,150.96,-13.14,7.81,5,41.854,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,80007,2018-11-18 16:39:29:894
-1.2417,2.1898,9.5237,-0.8074,1.5233,9.6539,1.6004,1.8735,0.2894,0.0159,-0.0437,0.2333,63,-0.9,-55.29,-124.53,161.94,-8.94,4.78,5,38.637,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,81007,2018-11-18 16:39:30:894
-1.9983,1.6265,8.1889,-1.2884,1.3589,9.6262,-1.4877,-0.5726,0.0436,-0.2234,-0.1402,-0.5966,64,-1.66,-57.01,-124.55,153.33,-9.09,7.57,5,39.916,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,82007,2018-11-18 16:39:31:894
-0.8875,-0.9766,12.6446,-0.687,1.5198,9.6638,0.7804,-1.3049,2.4124,-0.3507,-0.1883,-0.5862,66,-5.55,-58.33,-124.15,158.85,-8.92,4.07,5,43.759,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,83007,2018-11-18 16:39:32:894
-2.0547,2.3312,10.0526,-1.2109,1.7512,9.5727,-1.0258,0.847,-0.7964,0.1745,0.1235,-0.1952,70,-4.58,-58.98,-124.96,150.18,-10.29,7.21,5,32.445,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,84007,2018-11-18 16:39:33:894
-2.1951,0.4807,8.7855,-1.3324,1.7291,9.5606,-1.2306,-1.3113,0.2795,0.5655,0.0357,0.495,71,-3.17,-59.11,-125.27,150.89,-10.16,7.93,5,37.732,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,85008,2018-11-18 16:39:34:895
-0.7344,2.7934,8.7852,-0.7121,1.7521,9.6226,-0.3841,0.8829,-0.4396,-0.0516,-0.1237,0.1503,72,-4.67,-58.8,-124.86,158.37,-10.29,4.23,5,48.337,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,86007,2018-11-18 16:39:35:894
-1.557,0.5959,9.8081,-1.0975,1.4497,9.6366,0.2329,-0.6447,0.9022,-0.0927,0.0531,-0.4173,71,-3.46,-58.78,-124.96,156.85,-8.5,6.5,5,40.751,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,87008,2018-11-18 16:39:36:895
-1.639,3.1439,9.0744,-1.2563,2.1462,9.4861,-1.2441,0.8375,-0.9728,0.0387,-0.0518,-0.0031,69,-3.61,-60.23,-125.56,146.79,-12.64,7.54,5,35.457,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,88007,2018-11-18 16:39:37:894
-1.9961,0.4739,9.8305,-1.7711,1.7885,9.4781,-0.5009,0.1396,-0.6431,-0.3849,-0.0289,-0.2989,66,-0.51,-59.69,-125.2,146.82,-10.51,10.58,5,41.452,47.858967,12.125754,492,NaN,3.82,22.512,314.9,0 / 25,89007,2018-11-18 16:39:38:894
